device_brand,os,screen_size,front_camera_mp,release_year
Others,Android,12.7,0.3,2013
Others,Android,10.29,0.3,2013
Others,Windows,12.7,2.0,2014
Others,Windows,10.16,0.3,2014
Others,Android,10.16,0.3,2013
Others,Android,10.24,1.2,2013
Others,Android,10.16,0.3,2013
Others,Android,12.78,1.2,2013
Others,Android,12.7,2.0,2013
Others,Android,12.7,0.3,2013
Others,Android,10.29,0.3,2013
Others,Android,10.29,0.3,2013
Others,Android,10.24,0.3,2013
Others,Android,10.24,0.3,2013
Others,Android,10.16,0.3,2013
Others,Android,10.16,0.3,2013
Others,Android,10.16,0.3,2013
Others,Android,7.75,0.3,2013
Others,Android,25.43,0.3,2013
Others,Android,23.04,2.0,2013
Others,Android,19.94,0.3,2013
Others,Android,20.32,0.3,2013
Others,Android,20.32,2.0,2013
Others,Android,25.43,2.0,2013
Others,Android,25.43,2.0,2013
Others,Android,17.78,0.3,2013
Others,Android,17.78,0.3,2013
Others,Android,20.32,0.3,2013
Others,Android,17.78,0.3,2013
Others,Android,17.78,0.3,2013
Others,Android,17.78,0.3,2013
Others,Android,15.24,8.0,2015
Others,Android,10.36,8.0,2015
Others,Android,10.36,5.0,2015
Others,Android,10.29,2.0,2015
Others,Android,12.7,5.0,2015
Others,Others,5.18,2.0,2015
Others,Android,10.16,0.3,2015
Others,Android,10.16,0.3,2015
Others,Android,12.7,5.0,2015
Others,Android,19.94,2.0,2015
Others,Others,5.28,0.3,2015
Others,Android,10.34,2.0,2015
Others,Android,12.7,2.0,2015
Others,Android,12.83,5.0,2015
Others,Android,10.29,2.0,2015
Others,Android,12.7,5.0,2015
Others,Android,12.7,2.0,2015
Others,Windows,10.16,0.3,2015
Others,Android,12.7,5.0,2015
Others,Android,12.7,5.0,2015
Others,Android,10.16,0.3,2015
Others,Android,10.36,5.0,2015
Others,Android,12.7,2.0,2015
Others,Android,10.34,5.0,2015
Others,Android,10.34,2.0,2015
Others,Android,12.7,2.0,2015
Others,Android,12.7,2.0,2015
Others,Android,12.7,5.0,2015
Others,Android,10.16,0.3,2015
Others,Android,10.16,0.3,2015
Others,Android,12.7,0.3,2015
Others,Android,10.34,2.0,2015
Others,Android,10.29,2.0,2014
Others,Android,10.29,0.3,2014
Others,Android,10.16,0.3,2014
Others,Android,10.29,2.0,2014
Others,Android,10.34,2.0,2014
Others,Others,5.18,2.0,2014
Others,Android,10.29,2.0,2014
Others,Android,12.7,2.0,2014
Others,Android,10.34,2.0,2014
Others,Others,5.18,2.0,2014
Others,Android,10.08,0.3,2014
Others,Android,12.7,2.0,2014
Others,Others,7.67,2.0,2014
Others,Android,10.16,0.3,2014
Others,Android,12.83,8.0,2014
Others,Android,12.7,5.0,2014
Others,Android,12.7,5.0,2014
Others,Android,20.32,2.0,2014
Others,Android,10.16,0.3,2014
Others,Others,5.23,2.0,2014
Others,Android,7.75,0.3,2014
Others,Android,12.7,2.0,2014
Others,Android,10.29,2.0,2014
Others,Android,10.29,0.3,2014
Others,Android,10.29,0.3,2014
Others,Android,10.34,2.0,2014
Others,Android,10.29,2.0,2014
Others,Android,12.88,5.0,2014
Others,Android,12.7,5.0,2013
Others,Android,10.36,5.0,2013
Others,Android,12.7,0.3,2013
Others,Android,11.81,1.0,2013
Others,Android,10.29,0.3,2013
Others,Android,14.53,8.0,2018
Others,Android,12.88,8.0,2017
Realme,Android,15.32,25.0,2018
Realme,Android,15.32,16.0,2018
Realme,Android,15.29,5.0,2018
Realme,Android,15.29,8.0,2018
Realme,Android,15.24,8.0,2018
Samsung,Android,15.34,9.0,2019
Samsung,Android,15.27,10.0,2019
Samsung,Android,12.9,10.0,2019
Samsung,Android,17.86,9.0,2019
Samsung,Android,12.7,5.0,2019
Samsung,Android,15.34,16.0,2019
Samsung,Android,15.32,8.0,2019
Samsung,Android,15.8,5.0,2019
Samsung,Android,15.42,9.0,2019
Samsung,Android,15.42,32.0,2019
Samsung,Android,15.32,32.0,2019
Samsung,Android,15.34,25.0,2019
Samsung,Android,12.93,25.0,2019
Samsung,Android,15.34,16.0,2019
Samsung,Android,15.34,8.0,2019
Samsung,Android,15.29,5.0,2019
Samsung,Android,25.53,8.0,2019
Samsung,Android,25.43,5.0,2019
Samsung,Android,25.43,2.0,2018
Samsung,Android,20.32,2.0,2018
Samsung,Android,25.53,8.0,2018
Samsung,Android,25.53,5.0,2018
Samsung,Android,15.24,12.0,2018
Samsung,Android,15.32,24.0,2018
Samsung,Android,15.24,24.0,2018
Samsung,Android,15.34,8.0,2018
Samsung,Android,15.24,8.0,2018
Samsung,Android,15.24,5.0,2018
Samsung,Android,15.24,5.0,2018
Samsung,Android,12.7,5.0,2018
Samsung,Android,12.85,8.0,2018
Samsung,Android,12.83,5.0,2018
Samsung,Android,12.7,5.0,2018
Samsung,Android,15.32,24.0,2018
Samsung,Android,12.9,8.0,2018
Samsung,Android,15.24,16.0,2018
Samsung,Android,12.85,8.0,2018
Samsung,Android,12.83,5.0,2018
Samsung,Android,15.24,24.0,2018
Samsung,Android,12.85,16.0,2018
Samsung,Android,12.83,8.0,2018
Samsung,Android,12.83,13.0,2018
Samsung,Android,15.29,8.0,2018
Samsung,Android,12.9,8.0,2018
Samsung,Android,12.7,5.0,2018
Samsung,Android,15.24,8.0,2017
Samsung,Android,12.85,8.0,2017
Samsung,Android,10.34,2.0,2017
Samsung,Android,20.32,5.0,2017
Samsung,Android,20.32,5.0,2017
Samsung,Android,12.83,16.0,2017
Samsung,Android,15.32,8.0,2017
Samsung,Android,12.88,5.0,2017
Samsung,Android,12.88,13.0,2017
Samsung,Android,12.83,13.0,2017
Samsung,Android,12.83,13.0,2017
Samsung,Android,12.75,13.0,2017
Samsung,Android,12.7,5.0,2017
Samsung,Android,7.82,5.0,2017
Samsung,Others,10.29,5.0,2017
Samsung,Android,12.9,8.0,2017
Samsung,Android,15.29,8.0,2017
Samsung,Android,12.75,16.0,2017
Samsung,Android,12.7,5.0,2017
Samsung,Android,23.04,5.0,2017
Samsung,Android,10.16,0.3,2016
Samsung,Android,12.88,16.0,2017
Samsung,Android,12.88,16.0,2017
Samsung,Android,12.75,16.0,2017
Samsung,Android,10.34,8.0,2017
Samsung,Android,12.7,5.0,2016
Samsung,Android,12.7,5.0,2016
Samsung,Android,15.24,16.0,2016
Samsung,Android,12.88,8.0,2016
Samsung,Android,12.83,5.0,2016
Samsung,Android,12.83,8.0,2016
Samsung,Android,12.7,5.0,2016
Samsung,Android,12.83,8.0,2016
Samsung,Others,10.16,0.3,2016
Samsung,Android,12.88,5.0,2016
Samsung,Android,12.88,5.0,2016
Samsung,Android,12.83,5.0,2016
Samsung,Android,12.7,5.0,2016
Samsung,Android,17.78,2.0,2016
Samsung,Android,12.7,5.0,2016
Samsung,Android,12.7,5.0,2016
Samsung,Others,12.7,5.0,2016
Samsung,Android,10.29,2.0,2016
Samsung,Android,12.73,5.0,2016
Samsung,Android,12.7,5.0,2016
Samsung,Android,12.88,8.0,2016
Samsung,Android,12.75,8.0,2016
Samsung,Android,15.24,8.0,2016
Samsung,Android,12.83,5.0,2016
Samsung,Android,12.75,5.0,2016
Samsung,Android,25.43,2.0,2016
Samsung,Android,17.78,2.0,2016
Samsung,Android,12.73,5.0,2016
Samsung,Android,12.83,5.0,2016
Samsung,Android,12.83,5.0,2016
Samsung,Android,12.73,5.0,2016
Samsung,Android,10.16,0.3,2016
Samsung,Android,20.32,2.0,2016
Samsung,Android,10.29,2.0,2016
Samsung,Android,15.24,8.0,2015
Samsung,Android,12.83,5.0,2015
Samsung,Android,12.75,5.0,2015
Samsung,Android,10.34,5.0,2015
Samsung,Android,12.7,2.0,2016
Samsung,Android,12.7,2.0,2015
Samsung,Android,12.83,5.0,2015
Samsung,Android,12.7,5.0,2015
Samsung,Others,12.7,5.0,2015
Samsung,Android,10.24,2.0,2015
Samsung,Android,12.88,5.0,2015
Samsung,Android,12.88,5.0,2015
Samsung,Android,12.88,5.0,2015
Samsung,Android,12.88,5.0,2015
Samsung,Android,12.88,5.0,2015
Samsung,Android,12.88,5.0,2015
Samsung,Android,12.73,5.0,2015
Samsung,Android,10.24,1.9,2015
Samsung,Android,7.82,2.0,2015
Samsung,Android,23.04,2.1,2015
Samsung,Android,20.32,2.1,2015
Samsung,Android,12.88,5.0,2015
Samsung,Android,12.88,5.0,2015
Samsung,Android,10.16,5.0,2015
Samsung,Android,12.83,5.0,2015
Samsung,Android,12.83,5.0,2017
Samsung,Android,12.7,5.0,2015
Samsung,Android,23.01,2.0,2015
Samsung,Others,5.18,5.0,2015
Samsung,Android,12.73,5.0,2015
Samsung,Android,17.78,2.0,2015
Samsung,Android,23.04,2.0,2015
Samsung,Android,23.04,2.0,2015
Samsung,Android,20.32,2.0,2015
Samsung,Android,20.32,2.0,2015
Samsung,Android,10.29,2.0,2015
Samsung,Android,12.73,5.0,2015
Samsung,Android,12.73,5.0,2015
Samsung,Android,12.73,5.0,2015
Samsung,Android,12.73,5.0,2015
Samsung,Android,12.73,5.0,2015
Samsung,Android,10.24,2.0,2015
Samsung,Android,10.24,2.0,2015
Samsung,Android,10.34,2.0,2015
Samsung,Android,17.78,5.0,2015
Samsung,Others,10.16,0.3,2015
Samsung,Android,12.83,5.0,2015
Samsung,Android,12.83,5.0,2015
Samsung,Android,13.34,5.0,2015
Samsung,Android,12.83,5.0,2015
Samsung,Android,12.7,5.0,2015
Samsung,Android,10.29,2.0,2014
Samsung,Android,12.7,5.0,2014
Samsung,Android,12.7,5.0,2014
Samsung,Android,10.29,5.0,2014
Samsung,Android,10.29,5.0,2014
Samsung,Android,12.73,2.0,2014
Samsung,Android,7.7,2.0,2014
Samsung,Android,10.16,0.3,2014
Samsung,Android,12.7,5.0,2014
Samsung,Android,12.7,5.0,2014
Samsung,Android,10.24,1.3,2014
Samsung,Android,12.85,3.7,2014
Samsung,Android,12.88,3.7,2014
Samsung,Android,12.88,3.7,2014
Samsung,Android,20.32,1.2,2014
Samsung,Android,20.32,1.2,2014
Samsung,Android,15.24,2.1,2014
Samsung,Android,12.73,2.0,2014
Samsung,Android,10.34,2.1,2014
Samsung,Android,10.34,2.1,2014
Samsung,Android,10.29,2.1,2014
Samsung,Android,10.29,0.3,2014
Samsung,Android,10.16,0.3,2014
Samsung,Others,5.08,2.0,2014
Samsung,Android,10.16,0.3,2014
Samsung,Android,10.24,2.0,2014
Samsung,Android,10.29,2.1,2014
Samsung,Android,10.16,0.3,2014
Samsung,Android,10.16,0.3,2014
Samsung,Android,7.75,2.0,2014
Samsung,Android,7.75,2.0,2014
Samsung,Android,10.29,0.3,2014
Samsung,Android,12.73,2.0,2014
Samsung,Android,12.73,2.0,2014
Samsung,Android,20.42,2.1,2014
Samsung,Android,20.42,2.1,2014
Samsung,Android,25.53,2.1,2014
Samsung,Android,25.53,2.1,2014
Samsung,Android,10.34,2.0,2014
Samsung,Android,10.36,1.9,2014
Samsung,Android,17.78,2.0,2014
Samsung,Android,12.73,2.0,2014
Samsung,Android,10.36,2.0,2014
Samsung,Android,11.84,0.3,2014
Samsung,Android,10.36,1.9,2014
Samsung,Android,10.16,0.3,2014
Samsung,Windows,12.7,2.0,2014
Samsung,Android,17.78,1.3,2014
Samsung,Android,17.78,1.3,2014
Samsung,Android,17.78,1.3,2014
Samsung,Android,20.32,1.3,2014
Samsung,Android,20.32,1.3,2014
Samsung,Android,20.32,1.3,2014
Samsung,Android,25.43,1.3,2014
Samsung,Android,25.43,1.3,2014
Samsung,Android,25.43,1.3,2014
Samsung,Android,11.48,0.3,2014
Samsung,Android,10.16,0.3,2014
Samsung,Android,12.73,2.0,2014
Samsung,Android,12.73,2.0,2014
Samsung,Android,12.73,2.0,2014
Samsung,Android,12.73,2.0,2014
Samsung,Android,10.29,0.3,2014
Samsung,Android,10.29,0.3,2014
Samsung,Others,5.18,2.0,2014
Samsung,Android,7.98,2.0,2014
Samsung,Android,12.83,2.0,2014
Samsung,Android,12.83,2.0,2014
Samsung,Android,17.78,2.0,2014
Samsung,Android,17.78,2.0,2014
Samsung,Android,12.73,0.3,2014
Samsung,Android,30.53,2.0,2014
Samsung,Android,30.53,2.0,2014
Samsung,Android,30.53,2.0,2014
Samsung,Android,30.53,2.0,2014
Samsung,Android,30.53,2.0,2014
Samsung,Android,30.53,2.0,2014
Samsung,Android,25.43,2.0,2014
Samsung,Android,25.43,2.0,2014
Samsung,Android,20.42,2.0,2014
Samsung,Android,20.42,2.0,2014
Samsung,Android,10.36,2.0,2014
Samsung,Android,10.34,0.3,2013
Samsung,Android,12.7,2.0,2013
Samsung,Android,12.7,2.0,2013
Samsung,Android,10.29,0.3,2013
Samsung,Android,10.16,0.3,2013
Samsung,Android,13.34,1.9,2013
Samsung,Android,7.8,1.9,2013
Samsung,Android,10.29,0.3,2013
Samsung,Others,5.18,1.3,2013
Samsung,Android,10.16,0.3,2013
Samsung,Android,12.88,2.0,2013
Samsung,Android,10.16,1.3,2013
Samsung,Android,10.24,0.3,2013
Samsung,Android,7.75,1.3,2013
Samsung,Android,7.75,1.3,2013
Samsung,Android,10.16,1.3,2013
Samsung,Android,25.43,2.0,2013
Samsung,Android,12.88,2.0,2013
Samsung,Others,5.18,1.3,2013
Samsung,Android,10.16,1.3,2013
Samsung,Others,7.62,1.3,2013
Samsung,Windows,12.12,1.2,2013
Samsung,Android,10.24,1.9,2013
Samsung,Android,10.16,0.3,2013
Samsung,Android,10.24,1.9,2013
Samsung,Android,12.7,2.0,2013
Samsung,Android,20.32,1.3,2013
Samsung,Android,25.43,1.3,2013
Samsung,Android,25.43,1.3,2013
Samsung,Android,25.43,1.3,2013
Samsung,Android,7.82,1.9,2013
Samsung,Android,10.24,0.3,2013
Samsung,Android,17.78,1.3,2013
Samsung,Android,17.78,1.3,2013
Samsung,Android,15.32,1.9,2013
Samsung,Android,12.9,1.9,2013
Samsung,Android,10.16,1.3,2013
Samsung,Android,10.34,0.3,2013
Samsung,Android,7.62,1.3,2013
Samsung,Android,7.62,1.3,2013
Samsung,Android,12.7,2.0,2013
Samsung,Android,12.7,2.0,2013
Samsung,Android,12.7,2.0,2013
Samsung,Android,12.7,2.0,2013
Samsung,Android,20.32,1.3,2013
Samsung,Android,20.32,1.3,2013
Samsung,Android,5.28,1.3,2013
Samsung,Others,7.75,1.3,2013
Samsung,Others,7.62,1.3,2013
Samsung,Others,7.62,1.3,2013
Samsung,Others,5.28,1.3,2013
Samsung,Android,8.31,1.3,2013
Samsung,Android,7.75,0.3,2013
Samsung,Android,10.29,1.3,2013
Samsung,Android,10.16,0.3,2013
Samsung,Android,10.24,2.0,2013
Samsung,Windows,10.16,1.2,2013
Samsung,Android,11.81,1.9,2013
Others,Android,15.29,8.0,2019
Others,Android,15.21,16.0,2018
Others,Android,12.88,13.0,2018
Others,Android,12.83,8.0,2018
Others,Android,15.24,16.0,2018
Others,Android,15.24,16.3,2018
Others,Android,15.24,16.0,2018
Others,Android,12.83,20.0,2018
Others,Android,12.75,8.0,2018
Others,Android,12.83,5.0,2018
Others,Android,12.83,8.0,2017
Others,Android,12.88,13.0,2017
Others,Android,12.83,8.0,2016
Others,Android,12.83,13.0,2016
Others,Android,12.88,2.1,2015
Others,Android,12.75,2.1,2015
Others,Android,12.7,1.2,2014
Others,Android,12.7,8.0,2018
Others,Android,10.16,1.0,2014
Others,Android,6.68,2.0,2014
Sony,Android,15.37,8.0,2019
Sony,Android,15.37,8.0,2019
Sony,Android,15.24,8.0,2019
Sony,Android,12.88,8.0,2019
Sony,Android,15.24,13.0,2018
Sony,Android,15.24,8.0,2018
Sony,Android,12.9,13.0,2018
Sony,Android,12.88,5.0,2018
Sony,Android,12.7,5.0,2018
Sony,Android,15.24,8.0,2018
Sony,Android,12.75,8.0,2018
Sony,Android,12.83,8.0,2018
Sony,Android,12.75,13.0,2017
Sony,Android,12.83,8.0,2017
Sony,Android,10.31,8.0,2017
Sony,Android,12.83,5.0,2017
Sony,Android,12.75,13.0,2017
Sony,Android,13.87,13.0,2017
Sony,Android,15.24,16.0,2017
Sony,Android,12.7,8.0,2017
Sony,Android,10.31,5.0,2016
Sony,Android,12.75,13.0,2016
Sony,Android,12.7,5.0,2016
Sony,Android,15.24,16.0,2016
Sony,Android,12.7,13.0,2016
Sony,Android,12.7,13.0,2016
Sony,Android,12.7,8.0,2016
Sony,Android,12.7,8.0,2016
Sony,Android,12.83,5.1,2015
Sony,Android,12.83,5.1,2015
Sony,Android,12.75,5.1,2015
Sony,Android,12.75,5.1,2015
Sony,Android,10.31,5.1,2015
Sony,Android,12.7,13.0,2015
Sony,Android,12.7,13.0,2015
Sony,Android,15.24,13.0,2015
Sony,Android,15.24,13.0,2015
Sony,Android,12.75,5.1,2015
Sony,Android,12.75,5.1,2015
Sony,Android,12.83,5.0,2015
Sony,Android,12.83,5.0,2015
Sony,Android,12.7,5.0,2015
Sony,Android,12.7,5.0,2015
Sony,Android,25.43,5.1,2015
Sony,Android,25.43,5.1,2015
Sony,Android,10.34,2.0,2015
Sony,Android,10.34,2.0,2015
Sony,Android,12.7,2.0,2015
Sony,Android,12.7,2.0,2015
Sony,Android,10.29,0.3,2014
Sony,Android,10.29,0.3,2014
Sony,Android,20.32,2.2,2014
Sony,Android,12.75,2.2,2014
Sony,Android,12.75,2.2,2014
Sony,Android,12.75,2.2,2014
Sony,Android,10.31,2.2,2014
Sony,Android,10.36,0.3,2014
Sony,Android,12.83,5.0,2014
Sony,Android,12.83,5.0,2014
Sony,Android,12.7,0.3,2014
Sony,Android,12.78,1.1,2014
Sony,Android,10.36,0.3,2014
Sony,Android,10.36,0.3,2014
Sony,Android,25.43,2.2,2014
Sony,Android,25.43,2.2,2014
Sony,Android,12.75,2.2,2014
Sony,Android,10.16,2.0,2014
Sony,Android,10.16,2.0,2014
Sony,Android,15.24,1.1,2014
Sony,Android,15.24,1.1,2014
Sony,Android,12.7,2.0,2014
Sony,Android,10.24,2.0,2014
Sony,Android,12.7,2.0,2013
Sony,Android,15.34,2.0,2013
Sony,Android,12.7,0.3,2013
Sony,Android,10.16,0.3,2013
Sony,Android,11.56,0.3,2013
Sony,Android,10.24,0.3,2013
Sony,Android,10.31,0.3,2013
Sony,Android,25.43,2.2,2013
Sony,Android,25.43,2.2,2013
Sony,Android,12.7,2.2,2013
Sony,Android,12.7,2.0,2013
Spice,Android,10.29,2.0,2014
Spice,Android,12.7,1.3,2014
Spice,Android,7.75,1.3,2014
Spice,Android,10.16,1.3,2014
Spice,Android,10.16,1.3,2014
Spice,Android,12.7,1.3,2014
Spice,Android,10.29,1.3,2014
Spice,Android,10.29,1.3,2013
Spice,Android,10.16,1.3,2013
Spice,Android,7.75,0.3,2013
Spice,Android,10.29,2.0,2013
Spice,Android,10.29,1.3,2013
Spice,Android,10.29,1.3,2013
Spice,Android,10.29,1.3,2013
Spice,Android,10.16,1.3,2013
Spice,Android,7.75,1.3,2013
Spice,Android,12.7,2.0,2013
Spice,Android,12.7,0.3,2013
Spice,Android,12.7,3.0,2013
Spice,Android,12.7,1.3,2013
Spice,Android,10.29,1.3,2013
Spice,Android,10.29,1.3,2013
Spice,Android,10.16,1.3,2013
Spice,Android,7.75,1.3,2013
Spice,Android,17.78,1.3,2013
Spice,Android,12.7,1.3,2013
Spice,Android,12.78,5.0,2013
Spice,Android,12.78,5.0,2013
Spice,Android,25.4,0.3,2013
Spice,Android,10.29,1.3,2013
Others,Android,7.75,0.3,2013
Others,Android,17.78,2.0,2014
Others,Android,17.78,2.0,2014
Others,Android,25.43,1.2,2013
Others,Android,25.43,1.2,2013
Others,Android,25.43,0.3,2013
Others,Android,12.7,8.0,2016
Others,Android,15.24,8.0,2016
Others,Android,12.83,5.0,2015
Others,Android,12.7,5.0,2015
Others,Android,12.83,5.0,2015
Others,Android,12.7,1.3,2014
Others,Android,10.29,1.3,2015
Others,Others,5.18,2.0,2014
Others,Android,10.29,0.3,2014
Others,Android,12.7,2.0,2015
Others,Android,12.7,5.0,2015
Others,Android,10.16,1.3,2015
Others,Android,10.16,1.3,2015
Others,Others,5.13,2.0,2014
Others,Android,7.75,0.3,2014
Others,Android,12.7,2.0,2014
Others,Android,17.78,0.3,2014
Vivo,Android,15.42,16.0,2019
Vivo,Android,16.59,16.0,2019
Vivo,Android,16.23,16.0,2019
Vivo,Android,16.59,16.0,2019
Vivo,Android,16.28,12.0,2019
Vivo,Android,16.23,16.0,2019
Vivo,Android,15.9,16.0,2019
Vivo,Android,16.23,12.0,2018
Vivo,Android,15.29,8.0,2018
Vivo,Android,15.8,20.0,2018
Vivo,Android,15.9,16.0,2018
Vivo,Android,15.29,8.0,2018
Vivo,Android,15.8,8.0,2019
Vivo,Android,15.8,8.0,2019
Vivo,Android,15.8,8.0,2018
Vivo,Android,15.8,5.0,2018
Vivo,Android,15.32,12.0,2018
Vivo,Android,15.32,24.0,2018
Vivo,Android,15.24,5.0,2018
Vivo,Android,15.32,25.0,2018
Vivo,Android,15.32,16.0,2018
Vivo,Android,16.28,12.0,2018
Vivo,Android,16.28,25.0,2018
Vivo,Android,15.8,8.0,2018
Vivo,Android,15.32,12.0,2018
Vivo,Android,15.9,16.0,2018
Vivo,Android,16.74,16.0,2018
Vivo,Android,16.74,16.0,2018
Vivo,Android,15.9,24.0,2018
Vivo,Android,15.8,8.0,2018
Vivo,Android,15.8,5.0,2018
Vivo,Android,15.95,24.0,2018
Vivo,Android,15.24,5.0,2018
Vivo,Android,15.32,16.0,2018
Vivo,Android,15.32,24.0,2018
Vivo,Android,15.95,12.0,2018
Vivo,Android,15.95,12.0,2018
Vivo,Android,12.88,24.0,2017
Vivo,Android,16.33,12.0,2017
Vivo,Android,16.33,12.0,2018
Vivo,Android,15.27,12.0,2017
Vivo,Android,15.21,24.0,2017
Vivo,Android,12.83,5.0,2017
Vivo,Android,12.83,16.0,2017
Vivo,Android,14.86,14.0,2017
Vivo,Android,12.83,14.0,2017
Vivo,Android,12.83,20.0,2017
Vivo,Android,10.29,2.0,2017
Vivo,Android,12.75,5.0,2017
Vivo,Android,12.83,16.0,2017
Vivo,Android,12.83,14.0,2017
Vivo,Android,12.83,16.0,2016
Vivo,Android,13.87,16.0,2016
Vivo,Android,14.94,8.0,2016
Vivo,Android,12.83,8.0,2016
Vivo,Android,12.83,20.0,2016
Vivo,Android,12.88,16.0,2016
Vivo,Android,12.75,16.0,2016
Vivo,Android,12.83,8.0,2016
Vivo,Android,12.7,8.0,2016
Vivo,Android,12.88,8.0,2016
Vivo,Android,12.75,8.0,2016
Vivo,Android,13.79,8.0,2016
Vivo,Android,13.79,8.0,2016
Vivo,Android,12.7,5.0,2015
Vivo,Android,10.34,2.0,2015
Vivo,Android,12.7,5.0,2015
Vivo,Android,12.83,5.0,2015
Vivo,Android,12.75,8.0,2015
Vivo,Android,12.83,5.0,2015
Vivo,Android,12.83,5.0,2014
Vivo,Android,12.7,0.3,2014
Vivo,Android,10.34,5.0,2014
Vivo,Android,10.29,2.0,2013
Others,Android,12.7,2.0,2018
Others,Android,12.88,8.0,2018
Others,Android,12.83,8.0,2018
Others,Android,13.56,5.0,2018
Others,Android,25.43,2.0,2017
Others,Android,12.7,2.0,2017
Others,Android,12.83,8.0,2017
Others,Android,12.7,5.0,2017
Others,Android,25.43,2.0,2016
Others,Android,12.7,2.0,2016
Others,Android,12.83,8.0,2016
Others,Android,12.83,5.0,2016
Others,Android,12.7,5.0,2016
Others,Android,7.75,5.0,2016
Others,Android,10.29,2.0,2015
Others,Android,12.83,5.0,2015
Others,Android,23.01,2.0,2015
Others,Android,12.7,2.0,2015
Others,Android,10.16,2.0,2015
Others,Android,12.7,0.3,2014
Others,Android,10.29,0.3,2014
Others,Android,10.16,2.0,2014
Others,Android,7.75,0.3,2013
Others,Android,10.16,0.3,2013
Others,Android,15.24,16.0,2018
Others,Android,15.24,16.0,2018
Others,Android,12.88,5.0,2017
Others,Android,12.88,16.0,2017
Others,Android,12.7,2.0,2015
Others,Android,12.7,1.3,2014
Others,Android,10.29,2.0,2014
Others,Android,7.75,1.3,2014
Others,Android,12.7,2.0,2014
Others,Android,12.7,8.0,2014
Others,Android,10.34,5.0,2014
Others,Android,10.34,5.0,2014
Others,Android,12.7,8.0,2014
Xiaomi,Android,16.23,20.0,2019
Xiaomi,Android,15.9,8.0,2019
Xiaomi,Android,15.32,13.0,2019
Xiaomi,Android,16.23,20.0,2019
Xiaomi,Android,16.23,20.0,2019
Xiaomi,Android,15.16,20.0,2019
Xiaomi,Android,16.23,20.0,2019
Xiaomi,Android,12.7,5.0,2019
Xiaomi,Android,15.32,13.0,2019
Xiaomi,Android,14.83,8.0,2018
Xiaomi,Android,16.23,14.5,2018
Xiaomi,Android,15.27,20.0,2018
Xiaomi,Android,15.9,14.5,2018
Xiaomi,Android,15.77,20.0,2018
Xiaomi,Android,15.9,24.0,2018
Xiaomi,Android,15.7,20.0,2018
Xiaomi,Android,15.21,20.0,2018
Xiaomi,Android,14.83,5.0,2018
Xiaomi,Android,15.47,8.0,2018
Xiaomi,Android,20.32,5.0,2018
Xiaomi,Android,25.43,5.0,2018
Xiaomi,Android,13.84,5.0,2018
Xiaomi,Android,13.84,5.0,2018
Xiaomi,Android,15.77,20.0,2018
Xiaomi,Android,15.77,20.0,2018
Xiaomi,Android,14.94,20.0,2018
Xiaomi,Android,15.21,16.0,2018
Xiaomi,Android,15.21,5.0,2018
Xiaomi,Android,15.21,13.0,2018
Xiaomi,Android,15.21,20.0,2018
Xiaomi,Android,15.21,20.0,2018
Xiaomi,Android,15.21,5.0,2018
Xiaomi,Android,12.88,5.0,2017
Xiaomi,Android,12.7,5.0,2017
Xiaomi,Android,12.83,16.0,2017
Xiaomi,Android,12.83,5.0,2017
Xiaomi,Android,12.83,16.0,2017
Xiaomi,Android,15.21,5.0,2017
Xiaomi,Android,12.83,5.0,2017
Xiaomi,Android,16.36,5.0,2017
Xiaomi,Android,12.7,5.0,2017
Xiaomi,Android,13.08,8.0,2017
Xiaomi,Android,18.01,5.0,2017
Xiaomi,Android,13.08,8.0,2017
Xiaomi,Android,12.83,5.0,2017
Xiaomi,Android,12.83,5.0,2017
Xiaomi,Android,12.7,5.0,2016
Xiaomi,Android,12.7,5.0,2016
Xiaomi,Android,12.7,5.0,2016
Xiaomi,Android,15.34,5.0,2016
Xiaomi,Android,12.88,8.0,2016
Xiaomi,Android,12.88,4.0,2016
Xiaomi,Android,13.08,4.0,2016
Xiaomi,Android,12.83,5.0,2016
Xiaomi,Android,12.83,5.0,2016
Xiaomi,Android,12.7,5.0,2016
Xiaomi,Android,12.7,5.0,2016
Xiaomi,Android,12.7,5.0,2016
Xiaomi,Android,12.7,5.0,2016
Xiaomi,Android,13.08,4.0,2016
Xiaomi,Android,16.36,5.0,2016
Xiaomi,Android,12.7,5.0,2016
Xiaomi,Android,12.83,5.0,2016
Xiaomi,Android,12.7,5.0,2016
Xiaomi,Android,12.83,5.0,2015
Xiaomi,Android,18.01,5.0,2015
Xiaomi,Android,12.83,5.0,2015
Xiaomi,Android,12.7,5.0,2015
Xiaomi,Android,12.83,5.0,2015
Xiaomi,Android,10.34,2.0,2015
Xiaomi,Android,10.34,2.0,2015
Xiaomi,Android,12.7,5.0,2015
Xiaomi,Android,12.88,4.0,2015
Xiaomi,Android,12.88,4.0,2015
Xiaomi,Android,10.34,2.0,2015
Xiaomi,Android,10.34,2.0,2015
Xiaomi,Android,12.7,8.0,2014
Xiaomi,Android,12.83,5.0,2014
Xiaomi,Android,12.7,8.0,2014
Xiaomi,Android,18.01,5.0,2014
Xiaomi,Android,12.83,5.0,2014
Xiaomi,Android,12.7,2.0,2013
Xiaomi,Android,10.34,1.6,2014
Xiaomi,Android,10.34,1.3,2013
Xiaomi,Android,10.24,2.0,2013
XOLO,Android,12.7,5.0,2015
