,screen_size,rear_camera_mp,front_camera_mp,internal_memory,ram,battery,weight,release_year,days_used,normalized_used_price,new_price
2515,12.7,8.0,2.0,32.0,4.0,2100.0,175.0,2014,658,4.334803991,Around_50k
2516,10.16,5.0,0.3,32.0,4.0,2500.0,154.0,2015,575,3.661251287,Less_than_40k
2517,10.36,8.0,5.0,16.0,4.0,2050.0,97.7,2015,962,4.45423101,Around_50k
2518,10.36,8.0,5.0,16.0,4.0,2050.0,97.7,2015,962,4.45423101,Around_50k
2519,10.36,8.0,0.3,32.0,4.0,2300.0,148.0,2014,962,3.683615624,Around_50k
2520,10.36,8.0,0.3,32.0,4.0,2300.0,148.0,2014,962,3.683615624,Around_50k
2521,10.34,8.0,5.0,16.0,4.0,2500.0,119.0,2015,724,3.787819402,Around_50k
2522,12.7,8.0,2.0,16.0,4.0,2500.0,154.0,2015,601,3.809547214,Around_50k
2523,12.7,8.0,2.0,32.0,4.0,2500.0,154.0,2015,766,4.030339232,Around_50k
2524,12.7,13.0,5.0,16.0,4.0,2500.0,154.0,2015,1007,4.327966358,Around_50k
2525,10.16,5.0,0.3,16.0,4.0,2500.0,154.0,2015,1009,3.897112393,Less_than_40k
2526,10.34,8.0,2.0,32.0,4.0,2500.0,154.0,2015,579,4.26394668,Around_50k
2527,10.29,8.0,2.0,32.0,4.0,2100.0,150.0,2014,616,3.784644076,Less_than_40k
2528,10.29,5.0,0.3,32.0,4.0,2100.0,150.0,2014,661,3.656097965,Less_than_40k
2529,10.16,3.15,0.3,16.0,4.0,2100.0,150.0,2014,1043,3.456947397,Less_than_40k
2530,10.34,8.0,2.0,32.0,4.0,2100.0,150.0,2014,1026,3.929666441,Less_than_40k
2531,5.18,0.3,2.0,64.0,0.25,2100.0,150.0,2014,617,2.033397603,Less_than_40k
2532,10.29,5.0,2.0,32.0,4.0,2100.0,150.0,2014,839,4.034063631,Around_50k
2533,12.7,8.0,2.0,32.0,4.0,2100.0,150.0,2014,606,4.110545942,Around_50k
2534,10.34,8.0,2.0,16.0,4.0,2100.0,150.0,2014,1009,3.838161157,Less_than_40k
2535,5.18,0.3,2.0,32.0,0.25,2100.0,150.0,2014,789,2.323367632,Less_than_40k
2536,10.08,3.15,0.3,512.0,0.25,2100.0,150.0,2014,818,3.100542638,Less_than_40k
2537,12.7,8.0,2.0,32.0,4.0,2100.0,150.0,2014,665,4.210793375,Around_50k
2538,7.67,0.3,2.0,128.0,0.25,2100.0,150.0,2014,555,2.396985768,Less_than_40k
2539,10.16,5.0,0.3,16.0,4.0,2100.0,150.0,2014,1008,3.774139298,Less_than_40k
2540,12.83,16.0,8.0,16.0,4.0,2500.0,150.0,2014,706,4.247065649,More_than_60k
2541,20.32,5.0,2.0,16.0,4.0,2100.0,150.0,2014,683,4.196901151,Around_50k
2542,10.16,5.0,0.3,16.0,4.0,2100.0,150.0,2014,569,3.75490125,Less_than_40k
2543,5.23,2.0,2.0,64.0,0.25,2100.0,150.0,2014,884,3.216873822,Less_than_40k
2544,7.75,2.0,0.3,512.0,0.25,2100.0,150.0,2014,848,3.131136911,Less_than_40k
2545,10.29,5.0,2.0,32.0,4.0,2100.0,88.2,2014,988,3.649098584,Around_50k
2546,10.29,3.15,0.3,16.0,4.0,2100.0,150.0,2014,876,3.344274234,Less_than_40k
2547,10.29,5.0,0.3,16.0,4.0,2100.0,150.0,2014,981,3.63072054,Less_than_40k
2548,10.34,5.0,2.0,16.0,4.0,2100.0,150.0,2014,924,3.864721732,Less_than_40k
2549,10.29,8.0,2.0,16.0,4.0,2100.0,150.0,2014,1014,3.696103299,Around_50k
2550,12.88,12.0,5.0,16.0,4.0,2100.0,220.0,2014,768,4.17776617,Around_50k
2551,12.7,5.0,0.3,16.0,4.0,2000.0,154.5,2013,1041,4.043577445,Less_than_40k
2552,12.7,8.0,2.0,32.0,4.0,2000.0,149.5,2015,1041,3.950281718,Less_than_40k
2553,14.53,12.0,8.0,64.0,4.0,4000.0,220.0,2018,630,5.320078858,More_than_60k
2554,12.88,13.0,8.0,64.0,4.0,4000.0,197.0,2017,565,4.349503443,More_than_60k
2555,15.32,13.0,25.0,64.0,4.0,3500.0,168.0,2018,422,4.836678654,Around_50k
2556,15.32,13.0,16.0,128.0,4.0,3500.0,174.0,2018,574,4.998225274,Around_50k
2557,15.29,13.0,5.0,16.0,4.0,4230.0,168.0,2018,416,4.335066046,Less_than_40k
2558,15.29,13.0,8.0,64.0,4.0,4230.0,168.0,2018,562,4.614328124,Around_50k
2559,15.24,13.0,8.0,128.0,4.0,3410.0,155.0,2018,674,4.668802046,Around_50k
2560,15.24,13.0,8.0,128.0,4.0,3410.0,155.0,2018,674,4.668802046,More_than_60k
2561,15.24,16.0,8.0,64.0,4.0,3500.0,191.0,2017,674,4.758577733,Around_50k
2562,15.24,16.0,8.0,64.0,4.0,3500.0,191.0,2017,674,4.758577733,More_than_60k
2563,15.34,12.0,9.0,1024.0,4.0,4100.0,175.0,2019,291,5.569717606,More_than_60k
2564,15.27,12.0,10.0,128.0,4.0,3400.0,157.0,2019,525,5.55597828,More_than_60k
2565,12.9,12.0,10.0,256.0,4.0,3100.0,150.0,2019,505,4.73523307,More_than_60k
2566,17.86,12.0,9.0,512.0,4.0,4380.0,263.0,2019,428,5.978657891,More_than_60k
2567,12.7,5.0,5.0,32.0,4.0,2600.0,169.0,2019,526,3.891412052,Less_than_40k
2568,15.34,12.0,16.0,128.0,4.0,5000.0,174.0,2019,363,4.597541159,Around_50k
2569,15.32,12.0,8.0,64.0,4.0,5000.0,186.0,2019,302,4.587617027,Around_50k
2570,15.8,12.0,5.0,32.0,4.0,3400.0,163.0,2019,190,4.236278058,Less_than_40k
2571,15.42,12.0,9.0,128.0,4.0,3700.0,169.0,2019,291,5.100597868,More_than_60k
2572,15.42,12.0,32.0,128.0,4.0,4500.0,183.0,2019,298,5.242910359,More_than_60k
2573,15.32,12.0,32.0,128.0,4.0,3500.0,169.0,2019,339,4.865378281,Around_50k
2574,15.34,12.0,25.0,128.0,4.0,4000.0,166.0,2019,377,4.824626949,More_than_60k
2575,12.93,12.0,25.0,64.0,4.0,3100.0,140.0,2019,355,4.884996482,Around_50k
2576,15.34,12.0,16.0,64.0,4.0,4000.0,165.0,2019,356,4.68527443,Around_50k
2577,15.34,12.0,8.0,32.0,4.0,4000.0,169.0,2019,220,4.649187071,Around_50k
2578,15.29,13.0,5.0,32.0,4.0,3400.0,168.0,2019,333,4.424007957,Around_50k
2579,25.53,13.0,8.0,128.0,4.0,7040.0,400.0,2019,252,5.358188764,More_than_60k
2580,25.43,8.0,5.0,32.0,4.0,6150.0,460.0,2019,431,4.934545873,Around_50k
2581,20.32,5.0,2.0,32.0,4.0,5000.0,358.0,2018,542,4.663156035,Around_50k
2582,25.53,13.0,8.0,64.0,4.0,7300.0,175.0,2018,487,4.836440625,More_than_60k
2583,25.53,8.0,5.0,32.0,4.0,7300.0,175.0,2018,453,4.474947599,More_than_60k
2584,15.24,12.0,12.0,64.0,4.0,3300.0,175.0,2018,496,4.896346148,Around_50k
2585,15.32,12.0,24.0,64.0,4.0,3800.0,183.0,2018,645,4.967379785,More_than_60k
2586,15.24,12.0,24.0,128.0,4.0,3300.0,168.0,2018,385,5.123070723,More_than_60k
2587,15.34,12.0,8.0,512.0,4.0,4000.0,201.0,2018,580,5.714293704,More_than_60k
2588,15.24,12.0,8.0,64.0,4.0,3300.0,178.0,2018,504,4.830152047,Around_50k
2589,15.24,13.0,5.0,32.0,4.0,3300.0,178.0,2018,452,4.446643278,Around_50k
2590,12.7,8.0,5.0,32.0,4.0,2600.0,154.0,2018,557,4.065945088,Less_than_40k
2591,12.85,13.0,8.0,64.0,4.0,3000.0,154.0,2018,478,4.522114611,Around_50k
2592,12.83,8.0,5.0,16.0,4.0,3300.0,181.0,2018,443,4.24563401,Around_50k
2593,12.7,8.0,5.0,16.0,4.0,2600.0,152.0,2018,452,4.24792365,Around_50k
2594,15.32,12.0,24.0,64.0,4.0,3700.0,191.0,2018,692,5.11433443,More_than_60k
2595,12.9,16.0,8.0,64.0,4.0,3000.0,150.0,2018,451,4.9682148,More_than_60k
2596,15.24,12.0,16.0,64.0,4.0,3500.0,177.0,2018,575,4.714293613,Around_50k
2597,12.85,13.0,8.0,64.0,4.0,3000.0,154.0,2018,727,4.352082758,Around_50k
2598,12.83,13.0,5.0,16.0,4.0,3000.0,175.0,2018,480,4.31039636,Around_50k
2599,15.24,12.0,24.0,64.0,4.0,3500.0,186.0,2018,407,4.734442522,More_than_60k
2600,12.85,16.0,16.0,64.0,4.0,3000.0,159.0,2018,655,4.907494535,Around_50k
2601,12.83,13.0,13.0,32.0,4.0,3300.0,170.0,2018,559,4.414372811,Around_50k
2602,12.83,13.0,13.0,32.0,4.0,3300.0,170.0,2018,559,4.414372811,Around_50k
2603,12.83,13.0,5.0,16.0,4.0,2500.0,154.0,2015,559,4.332179662,Around_50k
2604,12.83,13.0,5.0,16.0,4.0,2500.0,154.0,2015,559,4.332179662,Around_50k
2605,15.29,12.0,8.0,64.0,4.0,3500.0,189.0,2018,678,4.370333536,More_than_60k
2606,12.9,12.0,8.0,64.0,4.0,3000.0,163.0,2018,600,5.002267044,More_than_60k
2607,12.7,8.0,5.0,16.0,4.0,2600.0,153.0,2018,465,4.198404232,Around_50k
2608,12.85,16.0,8.0,32.0,4.0,3000.0,172.0,2017,610,4.349115971,Around_50k
2609,10.34,5.0,2.0,32.0,4.0,2000.0,130.0,2017,670,3.829293358,Around_50k
2610,20.32,8.0,5.0,16.0,4.0,4450.0,415.0,2017,886,4.767118953,More_than_60k
2611,20.32,8.0,5.0,16.0,4.0,5000.0,364.0,2017,672,4.74675655,Around_50k
2612,15.32,13.0,8.0,64.0,4.0,3300.0,195.0,2017,548,4.851014123,More_than_60k
2613,12.88,12.0,5.0,64.0,4.0,3200.0,167.0,2017,691,4.576359104,More_than_60k
2614,12.88,13.0,13.0,32.0,4.0,3300.0,179.0,2017,790,4.778703237,Around_50k
2615,12.83,13.0,13.0,16.0,4.0,3600.0,181.0,2017,551,4.694279361,Around_50k
2616,12.75,13.0,13.0,16.0,4.0,3000.0,160.0,2017,779,4.338335946,Around_50k
2617,12.7,13.0,5.0,16.0,4.0,2400.0,142.0,2017,655,4.226395693,Less_than_40k
2618,7.82,8.0,5.0,16.0,4.0,1950.0,165.0,2017,593,3.811318301,Around_50k
2619,10.29,5.0,5.0,32.0,4.0,2050.0,143.0,2017,630,3.941775964,Less_than_40k
2620,12.9,12.0,8.0,64.0,4.0,3000.0,155.0,2017,843,5.091293197,More_than_60k
2621,15.29,12.0,8.0,128.0,4.0,3500.0,173.0,2017,786,4.856706812,More_than_60k
2622,12.75,16.0,16.0,64.0,4.0,2600.0,145.0,2017,884,4.510859507,Around_50k
2623,23.04,13.0,5.0,32.0,4.0,3000.0,429.0,2017,793,4.955897478,More_than_60k
2624,10.16,5.0,0.3,32.0,4.0,1500.0,126.0,2016,706,3.535145354,Less_than_40k
2625,12.88,16.0,16.0,64.0,4.0,3300.0,172.0,2017,623,4.544995463,More_than_60k
2626,12.88,16.0,16.0,32.0,4.0,3600.0,186.0,2017,614,4.955333978,More_than_60k
2627,12.75,16.0,16.0,32.0,4.0,3000.0,157.0,2017,587,4.734793954,Around_50k
2628,10.34,13.0,8.0,16.0,4.0,2350.0,138.0,2017,545,4.299459911,Around_50k
2629,12.7,8.0,5.0,32.0,4.0,2600.0,160.0,2016,599,4.410735561,Around_50k
2630,12.7,8.0,5.0,32.0,4.0,2600.0,160.0,2016,1087,3.999667515,Around_50k
2631,15.24,16.0,16.0,64.0,4.0,3000.0,189.0,2016,923,5.294208939,More_than_60k
2632,12.88,16.0,8.0,32.0,4.0,3300.0,182.0,2016,785,4.579339426,More_than_60k
2633,12.83,13.0,5.0,16.0,4.0,3300.0,169.0,2016,684,4.631714741,Around_50k
2634,12.7,13.0,5.0,16.0,4.0,2400.0,143.0,2016,972,4.381276353,Around_50k
2635,12.83,13.0,8.0,16.0,4.0,3300.0,167.0,2016,817,4.591780949,Around_50k
2636,10.16,5.0,0.3,32.0,4.0,1500.0,127.0,2016,843,3.592093185,Less_than_40k
2637,12.88,12.0,5.0,64.0,4.0,3500.0,169.0,2016,852,5.511814541,More_than_60k
2638,12.88,12.0,5.0,64.0,4.0,3500.0,169.0,2016,847,4.994099325,More_than_60k
2639,12.7,8.0,5.0,16.0,4.0,2600.0,149.0,2016,927,4.047252955,Around_50k
2640,17.78,8.0,2.0,32.0,4.0,4000.0,289.0,2016,888,4.46383701,Around_50k
2641,12.7,8.0,5.0,16.0,4.0,2600.0,138.0,2016,593,3.931041011,Around_50k
2642,12.7,8.0,5.0,32.0,4.0,2600.0,138.0,2016,1046,4.17438727,Around_50k
2643,12.7,8.0,5.0,32.0,4.0,2600.0,157.0,2016,907,4.360930671,Around_50k
2644,10.29,5.0,2.0,32.0,4.0,2200.0,154.0,2016,875,4.315085229,Around_50k
2645,12.73,12.0,5.0,32.0,4.0,4000.0,184.8,2016,707,4.916251352,More_than_60k
2646,12.7,8.0,5.0,16.0,4.0,2600.0,139.0,2016,625,4.097506226,Around_50k
2647,12.88,16.0,8.0,32.0,4.0,3300.0,169.0,2016,772,4.514260311,Around_50k
2648,12.75,16.0,8.0,32.0,4.0,2600.0,143.0,2016,715,4.420886706,Around_50k
2649,15.24,16.0,8.0,32.0,4.0,5000.0,210.0,2016,775,4.548176464,More_than_60k
2650,12.83,13.0,5.0,16.0,4.0,3300.0,170.0,2016,581,4.129872568,Around_50k
2651,12.83,13.0,5.0,16.0,4.0,3300.0,170.0,2016,581,4.129872568,More_than_60k
2652,12.83,13.0,16.0,64.0,4.0,3500.0,163.0,2017,581,4.770769367,Around_50k
2653,12.83,13.0,16.0,64.0,4.0,3500.0,163.0,2017,581,4.770769367,More_than_60k
2654,12.75,13.0,5.0,16.0,4.0,3100.0,159.0,2016,980,4.300545393,Around_50k
2655,25.43,8.0,2.0,16.0,4.0,7300.0,525.0,2016,581,4.749010756,Around_50k
2656,17.78,5.0,2.0,32.0,4.0,4000.0,283.0,2016,747,4.514917197,Around_50k
2657,12.73,12.0,5.0,32.0,4.0,3000.0,152.0,2016,1048,4.582106246,More_than_60k
2658,12.83,12.0,5.0,32.0,4.0,3600.0,157.0,2016,584,4.530769863,More_than_60k
2659,12.83,12.0,5.0,32.0,4.0,3600.0,157.0,2016,896,4.690797272,More_than_60k
2660,12.73,12.0,5.0,32.0,4.0,3000.0,152.0,2016,1037,4.226249633,More_than_60k
2661,10.16,5.0,0.3,32.0,4.0,1500.0,123.0,2016,1010,3.63995178,Less_than_40k
2662,20.32,5.0,2.0,16.0,4.0,5000.0,360.0,2016,914,4.583640067,Around_50k
2663,10.29,5.0,2.0,32.0,4.0,2050.0,131.0,2016,978,3.907412393,Around_50k
2664,15.24,13.0,8.0,32.0,4.0,4000.0,200.0,2015,1067,4.636862633,More_than_60k
2665,12.75,13.0,5.0,16.0,4.0,2900.0,155.0,2015,673,4.718498871,Around_50k
2666,10.34,13.0,5.0,16.0,4.0,2300.0,132.0,2015,574,4.356708827,Around_50k
2667,12.7,5.0,2.0,32.0,4.0,2600.0,138.9,2016,651,3.971423349,Less_than_40k
2668,12.7,8.0,2.0,32.0,4.0,2600.0,138.0,2015,838,4.116758157,Around_50k
2669,12.83,13.0,5.0,32.0,4.0,3000.0,172.0,2015,665,4.258869811,Around_50k
2670,12.83,13.0,5.0,32.0,4.0,3000.0,172.0,2015,665,4.258869811,Around_50k
2671,12.83,13.0,16.0,64.0,4.0,5000.0,180.0,2017,665,4.618086411,Around_50k
2672,12.83,13.0,16.0,64.0,4.0,5000.0,180.0,2017,665,4.618086411,Around_50k
2673,12.7,8.0,5.0,32.0,4.0,2600.0,149.0,2015,785,4.145512849,Around_50k
2674,12.7,8.0,5.0,32.0,4.0,2600.0,137.0,2015,720,3.881976084,Less_than_40k
2675,10.24,5.0,2.0,16.0,4.0,1900.0,131.0,2015,628,3.871617591,Around_50k
2676,12.88,16.0,5.0,32.0,4.0,3000.0,171.0,2015,763,4.941856685,More_than_60k
2677,12.88,16.0,5.0,32.0,4.0,3000.0,171.0,2015,1083,4.541591204,More_than_60k
2678,12.88,16.0,5.0,32.0,4.0,3000.0,171.0,2015,835,5.353373572,More_than_60k
2679,12.88,16.0,5.0,32.0,4.0,3000.0,153.0,2015,542,5.079477043,More_than_60k
2680,12.88,16.0,5.0,32.0,4.0,3000.0,153.0,2015,575,4.90771624,More_than_60k
2681,12.73,16.0,5.0,16.0,4.0,2800.0,145.0,2015,1084,4.922168313,More_than_60k
2682,10.24,8.0,1.9,32.0,4.0,1900.0,107.0,2015,1084,3.746912485,Around_50k
2683,7.82,8.0,2.0,32.0,4.0,1800.0,155.0,2015,940,4.51008998,Around_50k
2684,23.04,8.0,2.1,32.0,4.0,5870.0,150.0,2015,913,4.216414691,More_than_60k
2685,20.32,8.0,2.1,32.0,4.0,4000.0,265.0,2015,696,4.982304404,More_than_60k
2686,12.88,16.0,5.0,32.0,4.0,3050.0,151.0,2015,955,4.783065294,Around_50k
2687,10.16,3.15,5.0,16.0,4.0,1500.0,123.0,2015,551,3.851423383,Less_than_40k
2688,10.16,5.0,0.3,16.0,4.0,1450.0,116.0,2013,551,3.535145354,Less_than_40k
2689,12.83,13.0,5.0,16.0,4.0,3000.0,171.0,2015,1025,4.195697056,Around_50k
2690,12.83,13.0,5.0,16.0,4.0,3000.0,170.0,2017,706,4.378395048,Around_50k
2691,12.7,13.0,5.0,32.0,4.0,2600.0,146.0,2015,1011,4.573782713,Around_50k
2692,23.01,5.0,2.0,32.0,4.0,2600.0,490.0,2015,556,4.729421148,Around_50k
2693,5.18,3.15,5.0,256.0,0.25,1300.0,124.0,2015,790,4.417514428,Less_than_40k
2694,12.73,16.0,5.0,32.0,4.0,3500.0,170.0,2015,732,4.810394136,More_than_60k
2695,17.78,2.0,2.0,32.0,4.0,3600.0,322.0,2015,1050,4.25362492,Around_50k
2696,23.04,5.0,2.0,16.0,4.0,6000.0,490.0,2015,822,4.725084283,More_than_60k
2697,23.04,5.0,2.0,16.0,4.0,6000.0,450.0,2015,1054,4.567156744,Around_50k
2698,20.32,5.0,2.0,16.0,4.0,4200.0,338.0,2015,578,4.689787032,Around_50k
2699,20.32,5.0,2.0,16.0,4.0,4200.0,313.0,2015,954,4.431768727,Around_50k
2700,10.29,5.0,2.0,32.0,4.0,2200.0,154.0,2015,882,4.171305603,Around_50k
2701,12.73,16.0,5.0,32.0,4.0,2600.0,132.0,2015,698,4.817293234,More_than_60k
2702,12.73,16.0,5.0,32.0,4.0,2550.0,140.0,2015,1088,4.806804054,More_than_60k
2703,12.73,16.0,5.0,32.0,4.0,2600.0,132.0,2015,916,4.970993159,More_than_60k
2704,12.73,16.0,5.0,32.0,4.0,2550.0,138.0,2015,811,5.080472254,More_than_60k
2705,12.73,16.0,5.0,32.0,4.0,2550.0,138.0,2015,945,4.512835575,More_than_60k
2706,10.24,5.0,2.0,16.0,4.0,1850.0,122.0,2015,760,4.003872659,Around_50k
2707,10.34,5.0,2.0,32.0,4.0,2000.0,129.0,2015,1056,4.014399072,Around_50k
2708,17.78,2.0,5.0,32.0,4.0,3600.0,310.0,2015,583,4.508989628,Around_50k
2709,10.16,3.15,0.3,16.0,4.0,1500.0,112.0,2015,652,3.24376354,Less_than_40k
2710,12.83,13.0,5.0,16.0,4.0,2600.0,141.0,2015,886,4.778282804,More_than_60k
2711,13.34,13.0,5.0,16.0,4.0,2500.0,161.0,2015,677,4.462338537,Around_50k
2712,12.83,13.0,5.0,16.0,4.0,2950.0,141.0,2015,947,4.644871553,Around_50k
2713,12.7,8.0,5.0,16.0,4.0,2400.0,150.0,2015,804,4.506233438,Around_50k
2714,12.7,13.0,5.0,16.0,4.0,2300.0,123.0,2014,682,4.761831996,More_than_60k
2715,12.7,13.0,5.0,16.0,4.0,2300.0,123.0,2014,627,4.406109305,Around_50k
2716,10.29,8.0,5.0,16.0,4.0,1900.0,110.3,2014,971,4.23598879,Around_50k
2717,10.29,8.0,5.0,16.0,4.0,1900.0,110.3,2014,961,4.24046307,Around_50k
2718,12.73,16.0,2.0,16.0,4.0,2800.0,145.0,2014,1013,4.96932707,More_than_60k
2719,7.7,2.0,2.0,16.0,4.0,1200.0,107.0,2014,1082,2.961140829,Less_than_40k
2720,12.7,8.0,5.0,32.0,4.0,2600.0,152.0,2014,918,4.307033656,Around_50k
2721,10.24,5.0,1.3,32.0,4.0,1900.0,126.0,2014,1071,4.198103797,Around_50k
2722,12.85,16.0,3.7,32.0,4.0,3000.0,174.0,2014,649,4.318687394,More_than_60k
2723,12.88,16.0,3.7,16.0,4.0,3000.0,175.0,2014,1017,4.442886523,More_than_60k
2724,12.88,16.0,3.7,32.0,4.0,3220.0,176.0,2014,793,4.56995743,More_than_60k
2725,20.32,3.15,1.2,16.0,4.0,4450.0,393.0,2014,936,4.934545873,More_than_60k
2726,20.32,3.15,1.2,16.0,4.0,4450.0,393.0,2014,774,4.483567364,More_than_60k
2727,15.24,8.0,2.1,16.0,4.0,2800.0,194.0,2014,893,4.213460043,More_than_60k
2728,12.73,16.0,2.0,16.0,4.0,2800.0,145.0,2014,718,5.004885462,More_than_60k
2729,10.34,12.0,2.1,32.0,4.0,1860.0,115.0,2014,971,3.824720677,More_than_60k
2730,10.34,12.0,2.1,32.0,4.0,1860.0,115.0,2014,1070,4.959903246,More_than_60k
2731,10.29,8.0,2.1,16.0,4.0,2100.0,118.0,2014,919,4.333755086,Around_50k
2732,10.29,5.0,0.3,16.0,4.0,2100.0,136.9,2014,897,4.130515759,Around_50k
2733,10.16,5.0,0.3,16.0,4.0,1500.0,124.0,2014,735,3.50465609,Less_than_40k
2734,10.24,3.15,2.0,16.0,4.0,1800.0,129.0,2014,605,3.80666249,Less_than_40k
2735,10.29,8.0,2.1,16.0,4.0,2100.0,120.0,2014,1029,4.338858139,Around_50k
2736,10.16,5.0,0.3,16.0,4.0,1800.0,130.3,2014,846,3.60631273,Around_50k
2737,10.16,5.0,0.3,16.0,4.0,1500.0,123.8,2014,716,4.206631038,Around_50k
2738,7.75,3.15,2.0,16.0,4.0,1300.0,108.0,2014,658,3.701548857,Less_than_40k
2739,7.75,2.0,2.0,16.0,4.0,1300.0,107.6,2014,590,3.663561646,Around_50k
2740,12.73,16.0,2.0,16.0,4.0,2800.0,158.0,2014,1002,4.791234729,More_than_60k
2741,12.73,16.0,2.0,16.0,4.0,2800.0,145.0,2014,706,4.6226171,More_than_60k
2742,20.42,8.0,2.1,16.0,4.0,4900.0,298.0,2014,785,4.331391019,More_than_60k
2743,20.42,8.0,2.1,16.0,4.0,4900.0,294.0,2014,598,4.63336884,More_than_60k
2744,25.53,8.0,2.1,16.0,4.0,7900.0,467.0,2014,723,4.629862799,More_than_60k
2745,25.53,8.0,2.1,16.0,4.0,7900.0,465.0,2014,540,4.868764463,More_than_60k
2746,10.34,5.0,2.0,32.0,4.0,2000.0,149.0,2014,1090,4.051089054,Around_50k
2747,10.36,8.0,1.9,16.0,4.0,2100.0,132.0,2014,1017,3.688379329,Around_50k
2748,17.78,8.0,2.0,16.0,4.0,3200.0,245.0,2014,625,4.49635928,More_than_60k
2749,12.73,16.0,2.0,16.0,4.0,2800.0,170.1,2014,763,4.244343779,More_than_60k
2750,10.36,20.7,2.0,32.0,4.0,2430.0,200.0,2014,994,5.073797869,More_than_60k
2751,11.84,5.0,0.3,16.0,4.0,2600.0,165.0,2014,979,4.520047933,Around_50k
2752,10.36,8.0,1.9,16.0,4.0,2100.0,132.0,2014,1020,3.712840092,More_than_60k
2753,10.16,5.0,0.3,16.0,4.0,1500.0,123.0,2014,845,3.989724513,Less_than_40k
2754,12.7,13.0,2.0,16.0,4.0,2600.0,135.8,2014,851,4.673482826,More_than_60k
2755,17.78,3.15,1.3,32.0,4.0,4000.0,276.0,2014,825,4.215381557,Around_50k
2756,17.78,3.15,1.3,32.0,4.0,4000.0,276.0,2014,1002,4.496470769,More_than_60k
2757,20.32,3.15,1.3,16.0,4.0,4450.0,320.0,2014,1002,4.72135194,Around_50k
2758,20.32,3.15,1.3,16.0,4.0,4450.0,320.0,2014,581,4.714652197,More_than_60k
2759,20.32,3.15,1.3,16.0,4.0,4450.0,320.0,2014,643,4.166975253,More_than_60k
2760,25.43,3.15,1.3,16.0,4.0,6800.0,487.0,2014,760,4.494908792,Around_50k
2761,25.43,3.15,1.3,16.0,4.0,6800.0,487.0,2014,564,4.742930126,More_than_60k
2762,25.43,3.15,1.3,16.0,4.0,6800.0,487.0,2014,737,4.688039664,More_than_60k
2763,11.48,5.0,0.3,32.0,4.0,2100.0,139.0,2014,683,3.768152635,Around_50k
2764,10.16,5.0,0.3,32.0,4.0,1500.0,112.0,2014,586,3.676806873,Around_50k
2765,12.73,16.0,2.0,16.0,4.0,2800.0,145.0,2014,680,4.943141299,More_than_60k
2766,12.73,16.0,2.0,16.0,4.0,2800.0,145.0,2014,589,4.957304838,More_than_60k
2767,12.73,16.0,2.0,16.0,4.0,2800.0,144.9,2014,955,4.64525591,More_than_60k
2768,12.73,16.0,2.0,16.0,4.0,2800.0,145.0,2014,977,4.718677427,Around_50k
2769,10.29,5.0,0.3,16.0,4.0,2100.0,137.0,2014,755,3.770459441,Around_50k
2770,10.29,5.0,0.3,32.0,4.0,2100.0,137.0,2014,618,4.134846506,Around_50k
2771,5.18,5.0,2.0,256.0,4.0,1000.0,91.0,2014,1054,4.145037677,Less_than_40k
2772,7.98,2.0,2.0,16.0,4.0,1300.0,105.0,2014,865,3.63995178,Around_50k
2773,12.83,8.0,2.0,16.0,4.0,3100.0,162.5,2014,946,4.959622662,More_than_60k
2774,17.78,2.0,2.0,32.0,4.0,3600.0,322.0,2014,816,4.320815904,Around_50k
2775,17.78,2.0,2.0,32.0,4.0,3600.0,310.0,2014,596,4.392348184,Around_50k
2776,12.73,5.0,0.3,32.0,4.0,2100.0,163.0,2014,963,3.686376324,Around_50k
2777,30.53,8.0,2.0,32.0,4.0,9500.0,753.0,2014,1089,5.652524267,More_than_60k
2778,30.53,8.0,2.0,32.0,4.0,9500.0,753.0,2014,1078,5.373842192,More_than_60k
2779,30.53,8.0,2.0,32.0,4.0,9500.0,750.0,2014,689,5.274127128,More_than_60k
2780,30.53,8.0,2.0,32.0,4.0,9500.0,740.0,2014,921,5.336864776,More_than_60k
2781,30.53,8.0,2.0,32.0,4.0,9500.0,732.0,2014,799,5.326856231,More_than_60k
2782,30.53,8.0,2.0,32.0,4.0,9500.0,730.2,2014,1061,4.940498912,More_than_60k
2783,25.43,8.0,2.0,16.0,4.0,8220.0,477.0,2014,925,5.114033886,More_than_60k
2784,25.43,8.0,2.0,16.0,4.0,8220.0,469.0,2014,920,4.741011409,More_than_60k
2785,20.42,8.0,2.0,16.0,4.0,4800.0,335.0,2014,664,4.99199599,More_than_60k
2786,20.42,8.0,2.0,16.0,4.0,4800.0,331.0,2014,712,4.869378902,More_than_60k
2787,10.36,16.3,2.0,32.0,4.0,2000.0,283.0,2014,779,4.926311212,More_than_60k
2788,15.29,22.6,8.0,128.0,4.0,3130.0,146.0,2019,262,4.873669439,More_than_60k
2789,15.21,12.0,16.0,64.0,4.0,2900.0,165.0,2018,417,4.816645932,More_than_60k
2790,12.88,12.0,13.0,32.0,4.0,4000.0,175.0,2018,607,4.631325143,More_than_60k
2791,12.83,12.0,8.0,64.0,4.0,2700.0,140.0,2018,470,4.273745191,More_than_60k
2792,15.24,12.0,16.0,64.0,4.0,3200.0,167.4,2018,518,5.100110301,More_than_60k
2793,15.24,12.0,16.3,64.0,4.0,3130.0,181.0,2018,412,4.831986983,More_than_60k
