,screen_size,4g,internal_memory_binned,front_camera_mp_binned,release_year_binned,days_used,used_price,new_price
2479,25.43,yes,Less_memory,Low_resolution,Before_2015,925,More_than_50k,More_than_60k
2480,25.43,no,Less_memory,Low_resolution,Before_2015,920,More_than_50k,More_than_60k
2481,20.42,yes,Less_memory,Low_resolution,Before_2015,664,More_than_50k,More_than_60k
2482,20.42,no,Less_memory,Low_resolution,Before_2015,712,More_than_50k,More_than_60k
2483,10.36,no,Moderate_memory,Low_resolution,Before_2015,779,More_than_50k,More_than_60k
2542,15.29,yes,More_memory,High_resolution,After_2015,262,More_than_50k,More_than_60k
2543,15.21,yes,Moderate_memory,High_resolution,After_2015,417,More_than_50k,More_than_60k
2544,12.88,yes,Moderate_memory,High_resolution,After_2015,607,Around_40k,More_than_60k
2545,12.83,yes,Moderate_memory,High_resolution,After_2015,470,Around_40k,More_than_60k
2546,15.24,yes,Moderate_memory,High_resolution,After_2015,518,More_than_50k,More_than_60k
2547,15.24,yes,Moderate_memory,High_resolution,After_2015,412,More_than_50k,More_than_60k
2548,15.24,yes,Moderate_memory,High_resolution,After_2015,532,More_than_50k,More_than_60k
2549,12.83,yes,Moderate_memory,High_resolution,After_2015,666,More_than_50k,Around_50k
2550,12.75,yes,Less_memory,High_resolution,After_2015,665,Around_40k,Less_than_40k
2551,12.83,yes,Moderate_memory,High_resolution,After_2015,709,Around_40k,Around_50k
2552,12.83,yes,More_memory,High_resolution,After_2015,623,More_than_50k,More_than_60k
2553,12.88,yes,Moderate_memory,High_resolution,After_2015,864,More_than_50k,More_than_60k
2554,12.83,yes,Moderate_memory,High_resolution,After_2015,991,Around_40k,More_than_60k
2555,12.83,yes,Moderate_memory,High_resolution,After_2015,866,More_than_50k,Around_50k
2556,12.88,yes,Moderate_memory,Low_resolution,Before_2015,703,Around_40k,More_than_60k
2557,12.75,yes,Less_memory,Low_resolution,Before_2015,1043,Around_40k,More_than_60k
2558,12.7,yes,Moderate_memory,Low_resolution,Before_2015,1076,Less_than_30k,Around_50k
2559,12.7,yes,Moderate_memory,High_resolution,After_2015,426,More_than_50k,More_than_60k
2560,10.16,yes,Less_memory,Low_resolution,Before_2015,654,More_than_50k,More_than_60k
2561,6.68,yes,Moderate_memory,Low_resolution,Before_2015,997,Around_40k,More_than_60k
2562,15.24,yes,Moderate_memory,High_resolution,After_2015,662,More_than_50k,More_than_60k
2563,15.24,yes,Moderate_memory,High_resolution,After_2015,556,More_than_50k,More_than_60k
2564,12.9,yes,Moderate_memory,High_resolution,After_2015,520,More_than_50k,More_than_60k
2565,12.88,yes,Moderate_memory,High_resolution,After_2015,717,Around_40k,More_than_60k
2566,12.7,yes,Moderate_memory,High_resolution,After_2015,703,Around_40k,More_than_60k
2567,15.24,yes,Moderate_memory,High_resolution,After_2015,454,More_than_50k,More_than_60k
2568,12.75,yes,Moderate_memory,High_resolution,After_2015,436,Around_40k,Around_50k
2569,12.83,yes,Moderate_memory,High_resolution,After_2015,694,Around_40k,Around_50k
2570,12.75,yes,Moderate_memory,High_resolution,After_2015,636,Around_40k,Around_50k
2571,12.83,yes,Moderate_memory,High_resolution,After_2015,728,More_than_50k,Around_50k
2572,10.31,yes,Moderate_memory,High_resolution,After_2015,747,Around_40k,More_than_60k
2573,12.83,yes,Less_memory,High_resolution,After_2015,786,Around_40k,Around_50k
2574,12.75,yes,Moderate_memory,High_resolution,After_2015,661,Around_40k,More_than_60k
2575,13.87,yes,Moderate_memory,High_resolution,After_2015,675,More_than_50k,More_than_60k
2576,15.24,yes,Moderate_memory,High_resolution,After_2015,705,More_than_50k,More_than_60k
2577,12.7,yes,Moderate_memory,High_resolution,After_2015,615,Around_40k,Around_50k
2578,10.31,yes,Moderate_memory,High_resolution,After_2015,922,Around_40k,Around_50k
2579,12.75,yes,Moderate_memory,High_resolution,After_2015,603,More_than_50k,Around_50k
2580,12.7,yes,Less_memory,High_resolution,After_2015,853,Around_40k,Around_50k
2581,15.24,yes,Less_memory,High_resolution,After_2015,1091,More_than_50k,Around_50k
2582,12.7,yes,Moderate_memory,High_resolution,After_2015,1066,More_than_50k,More_than_60k
2583,12.7,yes,Moderate_memory,High_resolution,After_2015,818,More_than_50k,Around_50k
2584,12.7,yes,Less_memory,High_resolution,After_2015,555,Around_40k,Around_50k
2585,12.7,yes,Less_memory,High_resolution,After_2015,621,Around_40k,Around_50k
2586,12.83,yes,Moderate_memory,High_resolution,Before_2015,793,More_than_50k,More_than_60k
2587,12.83,yes,Moderate_memory,High_resolution,Before_2015,1016,More_than_50k,Around_50k
2588,12.75,yes,Moderate_memory,High_resolution,Before_2015,694,Around_40k,Around_50k
2589,12.75,yes,Moderate_memory,High_resolution,Before_2015,973,More_than_50k,Around_50k
2590,10.31,yes,Moderate_memory,High_resolution,Before_2015,700,Around_40k,Around_50k
2591,12.7,yes,Less_memory,High_resolution,Before_2015,647,Around_40k,Around_50k
2592,12.7,yes,Less_memory,High_resolution,Before_2015,693,More_than_50k,Around_50k
2593,15.24,yes,Less_memory,High_resolution,Before_2015,894,More_than_50k,More_than_60k
2594,15.24,yes,Less_memory,High_resolution,Before_2015,848,Around_40k,Around_50k
2595,12.75,yes,Moderate_memory,High_resolution,Before_2015,545,Around_40k,More_than_60k
2596,12.75,yes,Moderate_memory,High_resolution,Before_2015,795,Around_40k,More_than_60k
2597,12.83,yes,Less_memory,High_resolution,Before_2015,842,Around_40k,Around_50k
2598,12.83,yes,Less_memory,High_resolution,Before_2015,806,Around_40k,Around_50k
2599,12.7,yes,Moderate_memory,High_resolution,Before_2015,765,Around_40k,Around_50k
2600,12.7,yes,Moderate_memory,High_resolution,Before_2015,797,Around_40k,Around_50k
2601,25.43,no,Moderate_memory,High_resolution,Before_2015,662,More_than_50k,More_than_60k
2602,25.43,yes,Moderate_memory,High_resolution,Before_2015,631,Around_40k,More_than_60k
2603,10.34,yes,Moderate_memory,Low_resolution,Before_2015,817,Less_than_30k,Around_50k
2604,10.34,yes,Moderate_memory,Low_resolution,Before_2015,1010,Around_40k,Around_50k
2605,12.7,no,Moderate_memory,Low_resolution,Before_2015,682,Around_40k,Around_50k
2606,12.7,no,Moderate_memory,Low_resolution,Before_2015,713,Around_40k,Around_50k
2607,10.29,no,Less_memory,Low_resolution,Before_2015,954,Less_than_30k,Around_50k
2608,10.29,yes,Less_memory,Low_resolution,Before_2015,879,Around_40k,Around_50k
2609,20.32,yes,Less_memory,Low_resolution,Before_2015,617,More_than_50k,More_than_60k
2610,12.75,yes,Less_memory,Low_resolution,Before_2015,982,More_than_50k,More_than_60k
2611,12.75,yes,Moderate_memory,Low_resolution,Before_2015,1094,More_than_50k,More_than_60k
2612,12.75,yes,Less_memory,Low_resolution,Before_2015,686,Around_40k,Around_50k
2613,10.31,yes,Less_memory,Low_resolution,Before_2015,1047,Around_40k,More_than_60k
2614,10.36,yes,Moderate_memory,Low_resolution,Before_2015,1046,Less_than_30k,Around_50k
2615,12.83,no,Moderate_memory,High_resolution,Before_2015,615,Around_40k,Around_50k
2616,12.83,yes,Moderate_memory,High_resolution,Before_2015,808,Around_40k,Around_50k
2617,12.7,yes,Less_memory,Low_resolution,Before_2015,568,Around_40k,Around_50k
2618,12.78,yes,Moderate_memory,Low_resolution,Before_2015,845,Around_40k,Around_50k
2619,10.36,yes,Moderate_memory,Low_resolution,Before_2015,724,Around_40k,Around_50k
2620,10.36,no,Moderate_memory,Low_resolution,Before_2015,962,Less_than_30k,Around_50k
2621,25.43,yes,Less_memory,Low_resolution,Before_2015,626,More_than_50k,More_than_60k
2622,25.43,no,Less_memory,Low_resolution,Before_2015,687,More_than_50k,More_than_60k
2623,12.75,yes,Less_memory,Low_resolution,Before_2015,1032,More_than_50k,Around_50k
2624,10.16,no,Less_memory,Low_resolution,Before_2015,666,Around_40k,Around_50k
2625,10.16,no,Less_memory,Low_resolution,Before_2015,756,Less_than_30k,Around_50k
2626,15.24,no,Moderate_memory,Low_resolution,Before_2015,1014,More_than_50k,More_than_60k
2627,15.24,yes,Moderate_memory,Low_resolution,Before_2015,647,Around_40k,Around_50k
2628,12.7,yes,Moderate_memory,Low_resolution,Before_2015,794,Around_40k,Around_50k
2629,10.24,yes,Less_memory,Low_resolution,Before_2015,1054,Around_40k,More_than_60k
2641,10.29,no,Less_memory,Low_resolution,Before_2015,811,Less_than_30k,Less_than_40k
2642,12.7,no,Less_memory,Low_resolution,Before_2015,592,Around_40k,Less_than_40k
2643,7.75,no,Less_memory,Low_resolution,Before_2015,998,Less_than_30k,Less_than_40k
2644,10.16,no,Less_memory,Low_resolution,Before_2015,593,Less_than_30k,Less_than_40k
2645,10.16,no,Less_memory,Low_resolution,Before_2015,1055,Less_than_30k,Less_than_40k
2646,12.7,no,Less_memory,Low_resolution,Before_2015,692,Around_40k,Less_than_40k
2647,10.29,no,Less_memory,Low_resolution,Before_2015,711,Less_than_30k,Less_than_40k
2672,17.78,no,Moderate_memory,Low_resolution,Before_2015,571,Around_40k,Less_than_40k
2673,17.78,no,Moderate_memory,Low_resolution,Before_2015,791,Around_40k,Less_than_40k
2677,12.7,yes,Less_memory,High_resolution,After_2015,779,Around_40k,Around_50k
2678,15.24,yes,Less_memory,High_resolution,After_2015,724,Around_40k,Around_50k
2679,12.83,no,Moderate_memory,High_resolution,Before_2015,1044,Around_40k,Around_50k
2680,12.7,no,Moderate_memory,High_resolution,Before_2015,790,Around_40k,Less_than_40k
2681,12.83,no,Moderate_memory,High_resolution,Before_2015,590,Around_40k,Around_50k
2682,12.7,no,Less_memory,Low_resolution,Before_2015,873,Less_than_30k,Less_than_40k
2683,10.29,yes,Moderate_memory,Low_resolution,Before_2015,943,Around_40k,Around_50k
2684,5.18,no,More_memory,Low_resolution,Before_2015,713,Less_than_30k,Less_than_40k
2685,10.29,no,Less_memory,Low_resolution,Before_2015,958,Less_than_30k,Less_than_40k
2686,12.7,no,Moderate_memory,Low_resolution,Before_2015,1087,Around_40k,Around_50k
2687,12.7,no,Moderate_memory,High_resolution,Before_2015,547,Less_than_30k,Around_50k
2688,10.16,no,Less_memory,Low_resolution,Before_2015,782,Less_than_30k,Less_than_40k
2689,10.16,no,More_memory,Low_resolution,Before_2015,543,Less_than_30k,Less_than_40k
2690,5.13,no,More_memory,Low_resolution,Before_2015,927,Less_than_30k,Less_than_40k
2691,7.75,no,Less_memory,Low_resolution,Before_2015,1088,Less_than_30k,Less_than_40k
2692,12.7,yes,Less_memory,Low_resolution,Before_2015,621,Around_40k,Around_50k
2693,17.78,no,Less_memory,Low_resolution,Before_2015,683,Around_40k,Less_than_40k
2694,15.42,yes,More_memory,High_resolution,After_2015,407,More_than_50k,More_than_60k
2695,16.59,yes,More_memory,High_resolution,After_2015,351,More_than_50k,More_than_60k
2696,16.23,yes,More_memory,High_resolution,After_2015,237,More_than_50k,More_than_60k
2697,16.59,yes,Moderate_memory,High_resolution,After_2015,415,More_than_50k,More_than_60k
2698,16.28,yes,More_memory,High_resolution,After_2015,305,More_than_50k,More_than_60k
2699,16.23,yes,More_memory,High_resolution,After_2015,430,More_than_50k,More_than_60k
2700,15.9,yes,Moderate_memory,High_resolution,After_2015,375,More_than_50k,Around_50k
2701,16.23,yes,More_memory,High_resolution,After_2015,603,More_than_50k,More_than_60k
2702,15.29,yes,More_memory,High_resolution,After_2015,411,More_than_50k,Around_50k
2703,15.8,yes,Moderate_memory,High_resolution,After_2015,607,More_than_50k,Around_50k
2704,15.9,yes,Moderate_memory,High_resolution,After_2015,623,Around_40k,Around_50k
2705,15.29,yes,Moderate_memory,High_resolution,After_2015,621,Around_40k,Around_50k
2706,15.8,yes,Less_memory,High_resolution,After_2015,261,Around_40k,Less_than_40k
2707,15.8,yes,Moderate_memory,High_resolution,After_2015,198,Around_40k,Around_50k
2708,15.8,yes,Moderate_memory,High_resolution,After_2015,538,More_than_50k,Around_50k
2709,15.8,yes,Less_memory,High_resolution,After_2015,558,Around_40k,Around_50k
2710,15.32,yes,Moderate_memory,High_resolution,After_2015,477,More_than_50k,Around_50k
2711,15.32,yes,More_memory,High_resolution,After_2015,648,More_than_50k,More_than_60k
2712,15.24,yes,Less_memory,High_resolution,After_2015,589,Around_40k,Around_50k
2713,15.32,yes,More_memory,High_resolution,After_2015,448,More_than_50k,Around_50k
2714,15.32,yes,More_memory,High_resolution,After_2015,385,More_than_50k,Around_50k
2715,16.28,yes,More_memory,High_resolution,After_2015,589,Around_40k,More_than_60k
2716,16.28,yes,Moderate_memory,High_resolution,After_2015,408,More_than_50k,More_than_60k
2717,15.8,yes,Moderate_memory,High_resolution,After_2015,449,Around_40k,Around_50k
2718,15.32,yes,Moderate_memory,High_resolution,After_2015,376,More_than_50k,More_than_60k
2719,15.9,yes,More_memory,High_resolution,After_2015,591,More_than_50k,Around_50k
2720,16.74,yes,More_memory,High_resolution,After_2015,583,More_than_50k,More_than_60k
2721,16.74,yes,More_memory,High_resolution,After_2015,465,More_than_50k,More_than_60k
2722,15.9,yes,Moderate_memory,High_resolution,After_2015,667,More_than_50k,More_than_60k
2723,15.8,yes,Moderate_memory,High_resolution,After_2015,658,More_than_50k,Around_50k
2724,15.8,yes,Moderate_memory,High_resolution,After_2015,453,Around_40k,Around_50k
2725,15.95,yes,More_memory,High_resolution,After_2015,537,More_than_50k,More_than_60k
2726,15.24,yes,Less_memory,High_resolution,After_2015,523,Around_40k,Around_50k
2727,15.32,yes,Moderate_memory,High_resolution,After_2015,679,Around_40k,Around_50k
2728,15.32,yes,Moderate_memory,High_resolution,After_2015,430,More_than_50k,More_than_60k
2729,15.95,yes,More_memory,High_resolution,After_2015,582,More_than_50k,More_than_60k
2730,15.95,yes,Moderate_memory,High_resolution,After_2015,475,More_than_50k,More_than_60k
2731,12.88,yes,Moderate_memory,High_resolution,After_2015,597,More_than_50k,Around_50k
2732,16.33,yes,Moderate_memory,High_resolution,After_2015,540,More_than_50k,More_than_60k
2733,16.33,yes,More_memory,High_resolution,After_2015,475,More_than_50k,More_than_60k
2734,15.27,yes,Moderate_memory,High_resolution,After_2015,863,More_than_50k,More_than_60k
2735,15.21,yes,Moderate_memory,High_resolution,After_2015,610,More_than_50k,More_than_60k
2736,12.83,yes,Less_memory,High_resolution,After_2015,799,Around_40k,Around_50k
2737,12.83,yes,Moderate_memory,High_resolution,After_2015,843,Around_40k,Around_50k
2738,14.86,yes,Moderate_memory,High_resolution,After_2015,662,More_than_50k,More_than_60k
2739,12.83,yes,Moderate_memory,High_resolution,After_2015,582,Around_40k,More_than_60k
2740,12.83,yes,Moderate_memory,High_resolution,After_2015,797,Around_40k,Around_50k
2741,10.29,yes,Less_memory,Low_resolution,After_2015,843,Around_40k,Around_50k
2742,12.75,yes,Less_memory,High_resolution,After_2015,608,Around_40k,Around_50k
2743,12.83,yes,Moderate_memory,High_resolution,After_2015,786,Around_40k,Around_50k
2744,12.83,yes,Moderate_memory,High_resolution,After_2015,601,Around_40k,More_than_60k
2745,12.83,yes,Moderate_memory,High_resolution,After_2015,569,Around_40k,Around_50k
2746,13.87,yes,More_memory,High_resolution,After_2015,840,Around_40k,More_than_60k
2747,14.94,yes,Moderate_memory,High_resolution,After_2015,606,Around_40k,More_than_60k
2748,12.83,yes,Moderate_memory,High_resolution,After_2015,661,More_than_50k,More_than_60k
2749,12.83,yes,Moderate_memory,High_resolution,After_2015,617,Around_40k,Around_50k
2750,12.88,yes,Moderate_memory,High_resolution,After_2015,791,More_than_50k,More_than_60k
2751,12.75,yes,Moderate_memory,High_resolution,After_2015,834,More_than_50k,More_than_60k
2752,12.83,yes,Moderate_memory,High_resolution,After_2015,678,Around_40k,More_than_60k
2753,12.7,yes,Less_memory,High_resolution,After_2015,664,Around_40k,Around_50k
2754,12.88,yes,Moderate_memory,High_resolution,After_2015,817,More_than_50k,More_than_60k
2755,12.75,yes,Moderate_memory,High_resolution,After_2015,1068,More_than_50k,More_than_60k
2756,13.79,yes,More_memory,High_resolution,After_2015,618,More_than_50k,More_than_60k
2757,13.79,yes,More_memory,High_resolution,After_2015,675,More_than_50k,More_than_60k
2758,12.7,yes,Less_memory,High_resolution,Before_2015,735,Around_40k,Around_50k
2759,10.34,no,Moderate_memory,Low_resolution,Before_2015,873,Around_40k,Around_50k
2760,12.7,yes,Less_memory,High_resolution,Before_2015,754,Around_40k,Less_than_40k
2761,12.83,yes,Moderate_memory,High_resolution,Before_2015,753,Around_40k,More_than_60k
2762,12.75,yes,Less_memory,High_resolution,Before_2015,857,More_than_50k,More_than_60k
2763,12.83,yes,Less_memory,High_resolution,Before_2015,780,Around_40k,More_than_60k
2764,12.83,yes,Less_memory,High_resolution,Before_2015,910,More_than_50k,More_than_60k
2765,12.7,no,Less_memory,Low_resolution,Before_2015,585,Less_than_30k,Less_than_40k
2766,10.34,no,Moderate_memory,High_resolution,Before_2015,847,Around_40k,Less_than_40k
2768,12.7,yes,Moderate_memory,Low_resolution,After_2015,372,Less_than_30k,Less_than_40k
2769,12.88,yes,Moderate_memory,High_resolution,After_2015,479,Around_40k,Less_than_40k
2770,12.83,yes,Less_memory,High_resolution,After_2015,369,Around_40k,Around_50k
2771,13.56,yes,Less_memory,High_resolution,After_2015,593,Less_than_30k,Less_than_40k
2772,25.43,yes,Less_memory,Low_resolution,After_2015,767,Around_40k,Around_50k
2773,12.7,yes,Moderate_memory,Low_resolution,After_2015,686,Around_40k,Less_than_40k
2774,12.83,yes,Moderate_memory,High_resolution,After_2015,612,Around_40k,Around_50k
2775,12.7,yes,Less_memory,High_resolution,After_2015,792,Around_40k,Less_than_40k
2776,25.43,yes,Less_memory,Low_resolution,After_2015,926,More_than_50k,Around_50k
2777,12.7,yes,Moderate_memory,Low_resolution,After_2015,622,Less_than_30k,Less_than_40k
2778,12.83,yes,Moderate_memory,High_resolution,After_2015,1047,Around_40k,More_than_60k
2779,12.83,yes,Less_memory,High_resolution,After_2015,569,Around_40k,Around_50k
2780,12.7,yes,Moderate_memory,High_resolution,After_2015,959,Around_40k,Less_than_40k
2781,7.75,no,Less_memory,High_resolution,After_2015,1063,Less_than_30k,Less_than_40k
2782,10.29,yes,Moderate_memory,Low_resolution,Before_2015,720,Less_than_30k,Less_than_40k
2783,12.83,yes,Less_memory,High_resolution,Before_2015,872,Around_40k,Around_50k
2784,23.01,yes,Less_memory,Low_resolution,Before_2015,737,Around_40k,Around_50k
2785,12.7,yes,Moderate_memory,Low_resolution,Before_2015,948,Less_than_30k,Less_than_40k
2786,10.16,no,Less_memory,Low_resolution,Before_2015,1048,Less_than_30k,Less_than_40k
2787,12.7,yes,Less_memory,Low_resolution,Before_2015,697,Less_than_30k,Around_50k
2788,10.29,no,Less_memory,Low_resolution,Before_2015,745,Less_than_30k,Less_than_40k
2789,10.16,no,Less_memory,Low_resolution,Before_2015,966,Less_than_30k,Less_than_40k
2792,15.24,yes,Moderate_memory,High_resolution,After_2015,486,More_than_50k,More_than_60k
2793,15.24,yes,Moderate_memory,High_resolution,After_2015,546,Around_40k,Around_50k
2794,12.88,yes,Moderate_memory,High_resolution,After_2015,769,More_than_50k,Around_50k
2795,12.88,yes,Less_memory,High_resolution,After_2015,560,Around_40k,Around_50k
2796,12.7,no,Less_memory,Low_resolution,Before_2015,1065,Less_than_30k,Less_than_40k
2797,12.7,no,Less_memory,Low_resolution,Before_2015,566,Less_than_30k,Less_than_40k
2798,10.29,yes,Less_memory,Low_resolution,Before_2015,674,Less_than_30k,Around_50k
2799,7.75,no,Less_memory,Low_resolution,Before_2015,955,Less_than_30k,Less_than_40k
2800,12.7,yes,Moderate_memory,Low_resolution,Before_2015,658,Around_40k,Around_50k
2801,12.7,yes,Less_memory,High_resolution,Before_2015,717,More_than_50k,More_than_60k
2802,10.34,no,Moderate_memory,High_resolution,Before_2015,605,Less_than_30k,Around_50k
2803,10.34,yes,Less_memory,High_resolution,Before_2015,850,Around_40k,Around_50k
2804,12.7,no,Less_memory,High_resolution,Before_2015,974,More_than_50k,More_than_60k
2805,16.23,yes,More_memory,High_resolution,After_2015,517,More_than_50k,More_than_60k
2806,15.9,yes,Moderate_memory,High_resolution,After_2015,256,Around_40k,Around_50k
2807,15.32,yes,More_memory,High_resolution,After_2015,328,Around_40k,Around_50k
2808,16.23,yes,Moderate_memory,High_resolution,After_2015,362,More_than_50k,More_than_60k
2809,16.23,yes,More_memory,High_resolution,After_2015,195,More_than_50k,More_than_60k
2810,15.16,yes,Moderate_memory,High_resolution,After_2015,353,More_than_50k,More_than_60k
2811,16.23,yes,Moderate_memory,High_resolution,After_2015,465,More_than_50k,More_than_60k
2812,12.7,yes,Moderate_memory,High_resolution,After_2015,506,Around_40k,Less_than_40k
2813,15.32,yes,Moderate_memory,High_resolution,After_2015,414,More_than_50k,Around_50k
2814,14.83,yes,Moderate_memory,High_resolution,After_2015,446,Around_40k,Around_50k
2815,16.23,yes,More_memory,High_resolution,After_2015,727,More_than_50k,More_than_60k
2816,15.27,yes,More_memory,High_resolution,After_2015,668,More_than_50k,More_than_60k
2817,15.9,yes,Moderate_memory,High_resolution,After_2015,469,Around_40k,Around_50k
2818,15.77,yes,More_memory,High_resolution,After_2015,440,More_than_50k,More_than_60k
2819,15.9,yes,Moderate_memory,High_resolution,After_2015,427,More_than_50k,Around_50k
2820,15.7,yes,More_memory,High_resolution,After_2015,390,More_than_50k,More_than_60k
2821,15.21,yes,More_memory,High_resolution,After_2015,471,More_than_50k,Around_50k
2822,14.83,yes,Moderate_memory,High_resolution,After_2015,535,Around_40k,Around_50k
2823,15.47,yes,More_memory,High_resolution,After_2015,682,Around_40k,Around_50k
2824,20.32,yes,Moderate_memory,High_resolution,After_2015,665,More_than_50k,Around_50k
2825,25.43,yes,More_memory,High_resolution,After_2015,665,More_than_50k,Around_50k
2826,13.84,yes,Moderate_memory,High_resolution,After_2015,525,Around_40k,Around_50k
2827,13.84,yes,Moderate_memory,High_resolution,After_2015,641,Around_40k,Less_than_40k
2828,15.77,yes,More_memory,High_resolution,After_2015,682,More_than_50k,More_than_60k
2829,15.77,yes,Moderate_memory,High_resolution,After_2015,372,More_than_50k,More_than_60k
2830,14.94,yes,More_memory,High_resolution,After_2015,620,More_than_50k,Around_50k
2831,15.21,yes,Moderate_memory,High_resolution,After_2015,465,More_than_50k,Around_50k
2832,15.21,yes,More_memory,High_resolution,After_2015,590,More_than_50k,More_than_60k
2833,15.21,yes,Moderate_memory,High_resolution,After_2015,543,Around_40k,Around_50k
2834,15.21,yes,Moderate_memory,High_resolution,After_2015,386,More_than_50k,Around_50k
2835,15.21,yes,More_memory,High_resolution,After_2015,630,More_than_50k,More_than_60k
2836,15.21,yes,Moderate_memory,High_resolution,After_2015,442,Around_40k,Around_50k
2837,12.88,yes,Moderate_memory,High_resolution,After_2015,679,Around_40k,Around_50k
2838,12.7,yes,Moderate_memory,High_resolution,After_2015,769,Around_40k,Less_than_40k
2839,12.83,yes,Moderate_memory,High_resolution,After_2015,575,Around_40k,Around_50k
2840,12.83,yes,Less_memory,High_resolution,After_2015,782,Around_40k,Less_than_40k
2841,12.83,yes,Moderate_memory,High_resolution,After_2015,581,More_than_50k,More_than_60k
2842,15.21,yes,More_memory,High_resolution,After_2015,677,More_than_50k,More_than_60k
2843,12.83,yes,Moderate_memory,High_resolution,After_2015,683,Around_40k,Around_50k
2844,16.36,yes,Moderate_memory,High_resolution,After_2015,761,Around_40k,Around_50k
2845,12.7,yes,Moderate_memory,High_resolution,After_2015,881,Around_40k,Less_than_40k
2846,13.08,yes,Moderate_memory,High_resolution,After_2015,616,Around_40k,More_than_60k
2847,18.01,no,Moderate_memory,High_resolution,After_2015,825,More_than_50k,More_than_60k
2848,13.08,yes,Moderate_memory,High_resolution,After_2015,565,Around_40k,Around_50k
2849,12.83,yes,Moderate_memory,High_resolution,After_2015,626,Around_40k,Around_50k
2850,12.83,yes,Moderate_memory,High_resolution,After_2015,705,Around_40k,Around_50k
2851,12.7,yes,Less_memory,High_resolution,After_2015,939,Around_40k,Less_than_40k
2852,12.7,yes,Less_memory,High_resolution,After_2015,713,Around_40k,Around_50k
2853,12.7,yes,Moderate_memory,High_resolution,After_2015,734,Around_40k,Around_50k
2854,15.34,yes,More_memory,High_resolution,After_2015,543,More_than_50k,More_than_60k
2855,12.88,yes,Moderate_memory,High_resolution,After_2015,726,More_than_50k,More_than_60k
2856,12.88,yes,More_memory,Low_resolution,After_2015,891,More_than_50k,More_than_60k
2857,13.08,yes,More_memory,Low_resolution,After_2015,612,Around_40k,Around_50k
2858,12.83,yes,Less_memory,High_resolution,After_2015,1042,Around_40k,Around_50k
2859,12.83,yes,More_memory,High_resolution,After_2015,629,Around_40k,Around_50k
2860,12.7,yes,Moderate_memory,High_resolution,After_2015,1030,Around_40k,Around_50k
2861,12.7,yes,Moderate_memory,High_resolution,After_2015,881,Around_40k,Around_50k
2862,12.7,yes,Less_memory,High_resolution,After_2015,700,Around_40k,Less_than_40k
2863,12.7,yes,Moderate_memory,High_resolution,After_2015,670,Around_40k,Around_50k
2864,13.08,yes,More_memory,Low_resolution,After_2015,709,More_than_50k,Around_50k
2865,16.36,yes,Less_memory,High_resolution,After_2015,799,Around_40k,Around_50k
2866,12.7,yes,Moderate_memory,High_resolution,After_2015,698,Around_40k,Around_50k
2867,12.83,yes,Less_memory,High_resolution,After_2015,884,Around_40k,Around_50k
2868,12.7,yes,Less_memory,High_resolution,After_2015,1045,Around_40k,Around_50k
2869,12.83,yes,Less_memory,High_resolution,Before_2015,980,Around_40k,Around_50k
2870,18.01,no,Less_memory,High_resolution,Before_2015,1001,Around_40k,Around_50k
2871,12.83,yes,Less_memory,High_resolution,Before_2015,812,Around_40k,Around_50k
2872,12.7,yes,Less_memory,High_resolution,Before_2015,966,Around_40k,Around_50k
2873,12.83,yes,Less_memory,High_resolution,Before_2015,1021,Around_40k,Around_50k
2874,10.34,yes,Less_memory,Low_resolution,Before_2015,1057,Less_than_30k,Less_than_40k
2875,10.34,yes,Less_memory,Low_resolution,Before_2015,665,Less_than_30k,Around_50k
2876,12.7,yes,Less_memory,High_resolution,Before_2015,1081,Around_40k,Around_50k
2877,12.88,yes,Moderate_memory,Low_resolution,Before_2015,635,More_than_50k,Around_50k
2878,12.88,yes,Less_memory,Low_resolution,Before_2015,902,Around_40k,Around_50k
2879,10.34,yes,Moderate_memory,Low_resolution,Before_2015,626,Around_40k,Around_50k
2880,10.34,yes,Moderate_memory,Low_resolution,Before_2015,772,Around_40k,Around_50k
2881,12.7,yes,Less_memory,High_resolution,Before_2015,591,Around_40k,Around_50k
2882,12.83,yes,Moderate_memory,High_resolution,Before_2015,842,Around_40k,Around_50k
2883,12.7,yes,Less_memory,High_resolution,Before_2015,623,Around_40k,Around_50k
2884,18.01,no,Less_memory,High_resolution,Before_2015,615,Around_40k,Around_50k
2885,12.83,no,Moderate_memory,High_resolution,Before_2015,1017,Around_40k,Around_50k
2887,10.34,no,Moderate_memory,Low_resolution,Before_2015,913,Around_40k,Less_than_40k
2890,12.83,no,Moderate_memory,Low_resolution,Before_2015,1008,Less_than_30k,Around_50k
2891,12.7,no,Moderate_memory,Low_resolution,Before_2015,782,Less_than_30k,Less_than_40k
2892,12.7,no,Moderate_memory,High_resolution,Before_2015,956,Less_than_30k,Around_50k
2893,12.7,no,Moderate_memory,Low_resolution,Before_2015,982,Around_40k,Around_50k
2894,10.29,no,Moderate_memory,Low_resolution,Before_2015,882,Less_than_30k,Less_than_40k
2895,12.67,no,Moderate_memory,Low_resolution,Before_2015,992,Around_40k,Around_50k
2896,12.7,no,Less_memory,High_resolution,Before_2015,562,Around_40k,Around_50k
2897,12.7,no,Moderate_memory,High_resolution,Before_2015,670,Around_40k,Around_50k
2898,12.7,no,Less_memory,Low_resolution,Before_2015,741,Less_than_30k,Around_50k
